Gene Information					FPKM					
Track_id	Gene_Name	Locus	Strand	Gene_Type	S1	S2	S3	S4	S5	S6
ENSSSCG00000036878	-	chr2:56945400-56946969	+	protein_coding	0	0	0	1.232361	0	0
ENSSSCG00000036880	-	chr3:132425867-132432890	+	lncRNA	2.450547224	2.599798021	2.758992111	1.824523986	1.75016996	1.877683763
ENSSSCG00000036883	FABP3	chr6:87942790-87951610	-	protein_coding	425.502167	522.454102	466.777679	441.448669	543.050903	577.781799
ENSSSCG00000036885	ZNF654	chr13:167807261-167895703	-	protein_coding	3.375601203	3.855570858	4.066250186	4.236090246	2.788677337	4.146003476
ENSSSCG00000036886	ZNF792	chr6:44502605-44536853	-	protein_coding	0.722172304	1.069044121	0.88485379	0.477228951	0.627823481	0.713046858
ENSSSCG00000036887	CLPB	chr9:6835469-6981892	-	protein_coding	5.275277504	4.560660318	4.352032465	2.523573458	2.308880107	4.149054174
ENSSSCG00000036898	NIPA2	chr15:32175104-32202335	-	protein_coding	4.253618957	4.379077851	4.131573266	4.862709765	5.362545164	4.588116396
ENSSSCG00000036907	-	chr7:52883008-52886648	+	protein_coding	0.640328481	0.394222847	0.128615993	0.057627044	0	0.084949261
ENSSSCG00000036909	ERI3	chr6:166957316-167082632	+	protein_coding	9.390267459	8.492162669	8.475079357	8.904217669	7.426051573	8.745406475
ENSSSCG00000036920	SELENOT	chr13:90818429-90842754	+	protein_coding	9.90276	9.887768	9.757056	11.591197	9.371233	10.91564
ENSSSCG00000036924	PSMA4	chr7:47434919-47460998	-	protein_coding	4.127040274	3.533930259	4.433459118	2.109106178	2.608455246	3.468064882
ENSSSCG00000036926	MVB12B	chr1:266933542-267105788	+	protein_coding	8.409572156	6.770552967	8.436196259	7.39713816	6.822774303	8.338433437
ENSSSCG00000036933	NR1D1	chr12:22263657-22271643	+	protein_coding	6.445014	9.362127	14.28658	14.337719	10.909014	7.775013
ENSSSCG00000036938	CTDSP1	chr15:120450760-120456871	+	protein_coding	52.50833872	51.25477295	44.7738244	46.76315692	40.11261183	43.71930567
ENSSSCG00000036940	TCF15	chr17:34626706-34632388	+	protein_coding	12.270906	10.619191	8.726367	10.281656	9.864389	16.465416
ENSSSCG00000036941	AKR1E2	chr10:65680323-65704867	-	protein_coding	0.501419537	0.343471289	0.416483389	0.716789564	0.405500973	0.844959544
ENSSSCG00000036944	TACO1	chr12:15254950-15312723	-	protein_coding	8.229660173	8.112414207	8.625574816	6.843110976	8.3390919	6.692454071
ENSSSCG00000036947	MAK16	AEMK02000697.1:129820-140973	+	protein_coding	9.919153	11.985684	13.060063	12.285391	12.16165121	12.375087
ENSSSCG00000036952	GTPBP8	chr13:146715642-146932367	-	protein_coding	1.378227174	1.452084127	1.406280081	1.367456197	1.222273981	1.315473895
ENSSSCG00000036954	MORN4	chr14:108987751-109000048	-	protein_coding	3.426228301	1.670956434	4.951699915	4.409223269	4.830517139	4.798078189
ENSSSCG00000036956	SOCS3	chr12:3643929-3647012	+	protein_coding	3.783396	4.450554	4.351709	11.226052	3.278362	6.166942
ENSSSCG00000036960	NOP10	chr7:80161081-80162529	+	protein_coding	18.503242	16.993252	21.387857	13.537598	18.597517	22.304131
ENSSSCG00000036961	PCDHB7	chr2:142882725-142885486	+	protein_coding	0.702924	1.287526	0.581143	0.467703	0.210786	1.220571
ENSSSCG00000036963	LRRC25	chr2:59401246-59448983	+	protein_coding	0.318910422	0.517383588	1.143801524	0.723028412	1.123833303	1.013544721
ENSSSCG00000036964	FAM83H	chr4:891988-907522	+	protein_coding	1.73214	0.941494005	1.056076888	0.654164126	0.414606332	0.595203265
ENSSSCG00000036967	ARL8A	chr10:24314932-24324229	-	protein_coding	22.051958	21.72769	23.53891	24.125778	16.835403	24.454666
ENSSSCG00000036970	SUGP1	chr2:58574540-58615449	+	protein_coding	7.150668	6.976929	7.972684	7.619172	7.687475	6.734163
ENSSSCG00000036973	RAC3	chr12:981076-984227	-	protein_coding	10.23129007	10.05087312	8.093879343	8.158545625	10.8624597	8.092123533
ENSSSCG00000036988	PSMG4	chr7:1980292-1988729	+	protein_coding	8.220607267	9.241398666	8.416309128	7.206252893	9.491345425	8.987322226
ENSSSCG00000036990	DIO3	AEMK02000452.1:504228-505142	+	protein_coding	0.730338	0.368243	0.629953	0.044057	0.370324	0.212235
ENSSSCG00000037000	SIGMAR1	chr10:32160805-32164718	+	protein_coding	3.423207274	6.042155796	8.007232203	3.286470046	6.505000364	5.953506442
ENSSSCG00000037002	SERTAD2	chr3:77192716-77317327	+	protein_coding	7.544677876	7.510254392	6.124425301	10.31628014	8.01872793	7.446707406
ENSSSCG00000037003	-	chr13:32490811-32491900	+	protein_coding	1.33456	0.427075	1.537161	1.613288	1.864227	1.669332
ENSSSCG00000037015	SESN3	chr9:27207236-27298628	-	protein_coding	4.082225958	2.407777276	4.312324564	7.907970921	4.17135249	3.918850094
ENSSSCG00000037016	ID1	chr17:35315964-35317744	+	protein_coding	21.770901	25.904409	18.749086	23.450373	11.910545	32.798428
ENSSSCG00000037024	ZNF784	chr6:59738062-59741338	-	protein_coding	18.305704	15.643003	11.739758	11.849048	14.208062	11.139619
ENSSSCG00000037025	PLVAP	chr2:60324560-60344448	+	protein_coding	3.614208089	5.802239562	6.414492887	10.43066238	16.39225326	4.354311241
ENSSSCG00000037029	CSRNP2	AEMK02000258.1:300124-312679	+	protein_coding	2.236586	1.942925	1.995299	2.27611	1.578568	2.053186
ENSSSCG00000037030	RPL15	chr13:10716002-10719952	+	protein_coding	76.754234	82.146225	74.67791	92.746254	81.822372	82.848045
ENSSSCG00000037032	DNASE1L1	chrX:124931408-124939965	-	protein_coding	4.269048017	5.246968928	5.422800852	4.290249061	9.985558305	8.06964822
ENSSSCG00000037035	UVSSA	chr8:573421-601944	+	protein_coding	4.38269451	4.200003148	4.153375258	4.636533264	3.699137057	3.046870078
ENSSSCG00000037039	PPP1R27	chr12:1136290-1137497	+	protein_coding	0.761114	0.690471	0.618013	0.818859	0	0.497821
ENSSSCG00000037046	TUBB4B	AEMK02000682.1:665246-719430	-	protein_coding	59.1482014	53.71126042	66.82039151	50.7978783	70.57501532	68.76633063
ENSSSCG00000037053	AK6	chr16:47480557-47499700	-	protein_coding	2.526911208	3.405876428	3.221814204	3.237020667	2.523493545	3.070890722
ENSSSCG00000037056	PPP1R37	chr6:51523127-51564396	+	protein_coding	11.364591	9.059855	10.515687	9.404804	6.362754	7.795942
ENSSSCG00000037061	RRP1	chr13:206722595-206735997	+	protein_coding	8.655676	6.018337	6.026911	6.721621	7.120059	5.912672
ENSSSCG00000037065	EMP2	chr3:32450604-32492722	+	protein_coding	28.248419	25.049341	21.241028	18.34551	24.021633	26.441133
ENSSSCG00000037066	GADD45A	chr6:144940702-144944249	-	protein_coding	19.12900772	19.74411526	21.97689859	15.04155509	13.74731477	34.22145484
ENSSSCG00000037075	-	chr3:18222992-18223753	+	protein_coding	0.803261	0.363432	0.847331	0.91992	0.161186	1.138094
ENSSSCG00000037077	SHMT2	chr5:22532894-22540321	+	protein_coding	5.869202844	3.990635676	5.284034859	3.530061298	4.073773599	4.851613475
ENSSSCG00000037096	TMEM88	chr12:53109621-53110646	+	protein_coding	26.316849	44.353001	32.262894	25.202862	20.59782	32.791485
ENSSSCG00000037098	-	chr6:55439431-55449584	+	protein_coding	2.696699	2.297982	1.538478	2.827236	2.483218	2.535638
ENSSSCG00000037101	LRRC8B	chr4:127071057-127081071	-	protein_coding	1.778343	1.703886	2.452611	1.479833	1.143529	0.519803
ENSSSCG00000037102	FSTL3	chr2:77656658-77662613	-	protein_coding	28.059212	34.845699	26.180542	28.061251	13.432597	35.391193
ENSSSCG00000037105	EVL	chr7:120911220-121056558	+	protein_coding	4.764759494	4.674583936	3.96199497	4.85193155	5.531855923	5.993036187
ENSSSCG00000037106	ECRG4	chr3:48960416-48971511	-	protein_coding	1.335984	2.833883	1.68342	1.136606	1.075505	2.333651
ENSSSCG00000037110	PCP4	chr13:203412479-203479209	+	protein_coding	491.894592	462.368561	540.295532	407.783234	542.893188	468.984009
ENSSSCG00000037116	ZNRF2	chr18:42549846-42651807	-	protein_coding	1.642197	1.509654	1.507706	1.716392	1.277659	1.393852
ENSSSCG00000037121	KIAA0319L	chr6:91605502-91747773	-	protein_coding	6.14815112	6.211940929	7.196650797	6.455385568	6.589977393	6.759553352
ENSSSCG00000037127	CDKN2AIPNL	chr2:136677034-136685955	-	protein_coding	7.079546	8.747606	8.459146	8.853429	9.361603	8.354513
ENSSSCG00000037131	CLTA	chr1:236971505-237001769	+	protein_coding	15.76624459	14.55467931	15.25703807	13.47729206	14.43682737	11.80985241
ENSSSCG00000037132	POU2F2	chr6:49710999-49827560	+	protein_coding	0.880081289	0.626830946	0.705646341	0.39670246	1.171118331	0.679843403
ENSSSCG00000037140	-	chr6:59678268-59684286	-	protein_coding	23.121508	17.559692	14.841806	16.551237	21.808752	19.131426
ENSSSCG00000037142	-	AEMK02000452.1:3505082-3512785	+	protein_coding	3.306595228	7.013603774	4.93917135	7.561522661	3.854839675	8.871845946
ENSSSCG00000037143	-	chr14:50264868-50315693	-	protein_coding	6.759776169	6.609223597	8.085731324	6.740328825	19.90565277	7.609457382
ENSSSCG00000037144	CDKN1B	chr5:59731206-59735831	-	protein_coding	54.380466	56.403854	58.096451	61.639927	68.022362	47.280399
ENSSSCG00000037146	SWSAP1	chr2:70060193-70063261	+	protein_coding	2.63152	2.154969	3.091825	1.778454	1.996148	2.636921
ENSSSCG00000037151	MIEF2	chr12:60466190-60475092	-	protein_coding	5.670521803	4.507188692	3.550916078	3.990939521	4.491356381	4.517413518
ENSSSCG00000037153	FEM1A	chr2:74042989-74044983	-	protein_coding	92.889801	87.983215	109.118172	67.424751	88.393906	82.414787
ENSSSCG00000037158	MTURN	chr18:42771177-42802056	-	protein_coding	2.027880439	3.68984355	2.432782386	3.842118847	3.211322623	3.561035969
ENSSSCG00000037159	MNT	chr12:48469234-48486729	-	protein_coding	7.488349	10.082281	8.746889	11.132825	7.454058	9.200132
ENSSSCG00000037170	POMP	chr11:5953743-5975260	+	protein_coding	8.87453647	7.768210972	8.390716601	7.856095298	10.18339959	8.923874317
ENSSSCG00000037174	ASMTL	AEMK02000569.1:796879-820494	-	protein_coding	2.776958291	2.386508766	2.661459295	3.257334636	2.71500363	2.748378935
ENSSSCG00000037184	GPR4	chr6:51968789-51979461	-	protein_coding	6.81372	6.591462	8.961063	5.507339	2.753361	6.220323
ENSSSCG00000037185	-	chr14:108666230-108739058	-	protein_coding	1.27141407	0.914541471	1.106168445	1.155176027	0.877670536	0.974328935
ENSSSCG00000037197	BAG5	AEMK02000452.1:2104042-2109888	-	protein_coding	4.701834867	5.336662906	4.741915852	5.025832495	4.947923453	4.829102366
ENSSSCG00000037201	MPV17	chr3:111821690-111835663	+	protein_coding	1.557440979	1.603543254	1.370540382	1.159597506	1.889822149	0.962263099
ENSSSCG00000037204	ZNF248	chr14:61047856-61084379	+	protein_coding	2.047587747	1.960502986	1.867675741	2.303393517	1.548517919	2.571026726
ENSSSCG00000037209	TLNRD1	chr7:49833210-49837331	+	protein_coding	6.961146	6.354143	5.050573	4.781448	3.15955	7.392367
ENSSSCG00000037213	TRAPPC3	chr6:92283143-92293680	-	protein_coding	9.244376292	9.504558286	4.990858142	11.50297719	10.24478873	13.04736282
ENSSSCG00000037215	ZNF3	chr3:7972237-7982865	-	protein_coding	8.199041	7.436452	8.09804	6.69871	8.045738	7.490582
ENSSSCG00000037216	PPP4R2	chr13:54324997-54378277	+	protein_coding	4.559548743	4.761142901	3.656371884	5.642087217	4.610436147	4.483258586
ENSSSCG00000037228	RRAGB	chrX:48286592-48330195	+	protein_coding	7.702732456	10.26123836	10.31346274	10.68165445	9.833363671	9.860377335
ENSSSCG00000037232	SNX29	chr3:30584912-31133317	-	protein_coding	6.180029769	5.424674119	5.68734185	5.135868388	6.187823054	5.319884538
ENSSSCG00000037236	RPSA	chr13:24072527-24083686	+	protein_coding	52.68062347	61.05762035	53.22264777	60.51052621	65.49673237	59.41928093
ENSSSCG00000037237	COMTD1	chr14:77782672-77786838	-	protein_coding	10.03756	8.695996	9.102095	7.464035	9.781836	7.414195
ENSSSCG00000037241	RGS2	chr10:936789-940098	-	protein_coding	4.194324	6.381129	5.530308	3.241737	6.739157	4.961483
ENSSSCG00000037245	HNRNPDL	chr8:135802894-135809866	+	protein_coding	38.718559	48.445259	40.575176	62.658379	57.824982	45.510014
ENSSSCG00000037246	-	chr13:22114903-22115220	+	protein_coding	0.90311	1.640805	1.569028	2.462955	2.586964	1.498641
ENSSSCG00000037251	-	chr9:12278578-12305214	+	protein_coding	63.837872	77.75647	76.237831	81.201088	64.739578	56.730854
ENSSSCG00000037254	RNPC3	chr4:115251717-115311652	-	protein_coding	5.295319	5.78132	4.773352	6.086854	6.180068	6.662172
ENSSSCG00000037257	-	chr6:61769740-61778329	-	protein_coding	1.372302	1.468043	0.787607	1.547328	1.283467	1.645221
ENSSSCG00000037262	PTX4	chr3:40382667-40390564	+	protein_coding	1.302485	1.155314	1.136944	1.841518	1.419196	1.895435
ENSSSCG00000037263	SIAH1	chr6:36337806-36371383	+	protein_coding	2.722551393	2.859455062	2.54787157	3.224529076	3.010192092	3.038772609
ENSSSCG00000037264	RAB31	chr6:98278647-98423203	-	protein_coding	2.880050481	4.352701743	2.565464736	3.797063862	4.488126188	4.025349897
ENSSSCG00000037267	MAX	chr7:89120822-89168270	-	protein_coding	3.19150552	4.122106522	3.309165912	4.910473364	3.452190229	3.230039785
ENSSSCG00000037274	-	chr15:132355655-132361435	+	protein_coding	110.0988637	162.5405763	121.7641274	224.4020125	136.1148226	144.1852661
ENSSSCG00000037277	RFK	chr1:229329092-229337075	-	protein_coding	1.914627355	1.608893658	1.88112513	2.242824008	1.288287687	1.764685995
ENSSSCG00000037284	CCDC85C	chr7:120514491-120597711	-	protein_coding	7.755179306	7.334601548	5.824349078	4.202680426	5.864165669	4.023504897
ENSSSCG00000037288	YPEL1	chr14:50190642-50206328	+	protein_coding	1.530319	1.697297	1.653454	1.243212	1.115685	1.860744
ENSSSCG00000037299	-	chr9:3225886-3249894	-	protein_coding	1.525986699	1.369531838	1.300447554	1.039980981	0.967301989	2.105639628
ENSSSCG00000037305	TMEM33	chr8:33012333-33036438	+	protein_coding	4.325673	4.511873	4.202162	5.208974	3.929413	4.373254
ENSSSCG00000037309	TIGD7	chr3:38893694-38900327	+	protein_coding	3.411399	3.591065	3.836623	2.889052	1.785204	4.271754
ENSSSCG00000037310	ATP6AP1	chrX:124952500-124960344	+	protein_coding	55.25595504	51.64217443	55.92814833	39.13723671	40.33343272	49.12936309
ENSSSCG00000037312	-	chr6:88691869-88696057	-	protein_coding	1.939595	1.58107	1.528944	2.420792	2.05567	2.331268
ENSSSCG00000037313	MTIF3	chr11:4866021-4879961	-	protein_coding	3.993331673	3.271459223	3.208471496	2.16542783	2.740766653	2.265009624
ENSSSCG00000037314	TMCO1	chr4:84961867-85017820	+	protein_coding	6.561608202	7.367812512	7.132984595	8.881722852	7.959005457	8.537648572
ENSSSCG00000037318	TRABD2B	chr6:163624060-163837868	+	protein_coding	0.512197	0.406552	0.313653	0.425705	0.25374	0.401769
ENSSSCG00000037325	UBIAD1	chr6:71419602-71433210	+	protein_coding	4.439398	4.831245	3.714635	5.066928	3.750484	4.648343
ENSSSCG00000037334	ADSS1	AEMK02000452.1:3008692-3027040	+	protein_coding	61.43725922	48.61309543	70.15292529	27.82143639	85.294741	47.19237204
ENSSSCG00000037336	-	chr12:60600998-60617454	-	protein_coding	6.683799	5.813326	6.199869	4.740849	5.176473	4.740164
ENSSSCG00000037341	RNF220	chr6:166666138-166910873	-	protein_coding	11.64231475	9.453699188	10.85250319	8.981942915	10.3945175	9.792094939
ENSSSCG00000037343	MRPS11	chr1:191309198-191321648	-	protein_coding	18.15804389	16.211503	16.58832921	10.00445286	14.22779313	14.90390719
ENSSSCG00000037347	-	AEMK02000214.1:11840-20747	+	protein_coding	7.112811	4.432292	1.466763	4.299522	5.223589	3.698597
ENSSSCG00000037354	MMACHC	chr6:165860785-165865654	-	protein_coding	6.6593	7.735165	9.072322	7.034472	6.475038	7.330796
ENSSSCG00000037355	RNF115	chr4:99493481-99573564	+	protein_coding	7.773044	8.343309	8.177635	11.02249	8.085352	8.429642
ENSSSCG00000037358	HPS5	chr2:40904116-41025952	+	protein_coding	0.94934175	2.0341094	1.975501837	0.965427608	1.99164854	1.105436227
ENSSSCG00000037360	CST3	chr17:30470855-30474590	-	protein_coding	266.613251	225.818939	247.83725	225.470428	159.012131	238.199127
ENSSSCG00000037369	MTG2	chr17:61598248-61617774	+	protein_coding	2.789149528	2.68092984	2.847319452	2.480658627	1.861384729	1.932662855
ENSSSCG00000037371	TMPPE	chr13:18969647-18979006	-	protein_coding	11.55559263	5.343510757	5.12633816	7.107115324	3.419797996	5.222037719
ENSSSCG00000037372	-	chr1:9815-22152	-	protein_coding	2.839668	2.541689	3.009477	2.215249	2.532105	3.320445
ENSSSCG00000037376	-	chr12:4822059-4859627	+	protein_coding	10.87514841	13.20505456	16.34470918	18.68354499	11.40617005	16.89838079
ENSSSCG00000037381	GET1	chr13:202962664-202988859	+	protein_coding	3.441095132	3.977597678	3.082660087	3.51317789	3.129852904	3.473635305
ENSSSCG00000037384	BLOC1S6	chr1:126165991-126184870	-	protein_coding	5.468612768	7.517782631	7.181609158	6.052407683	6.447081976	6.504223634
ENSSSCG00000037390	-	chr1:228956209-228957649	+	protein_coding	1.635045	1.217385	1.649001	1.644769	0.770007	0.992849
ENSSSCG00000037391	-	chr18:55934147-55955067	+	protein_coding	1.779556216	2.356924272	1.993014204	2.151800323	2.073194215	1.907934506
ENSSSCG00000037395	CLIC3	AEMK02000682.1:873505-878018	+	protein_coding	0.20732	0.117688	0.071473	1.56034	0.229895	0.178771
ENSSSCG00000037396	-	chr5:21373391-21392726	+	protein_coding	8.840503	4.181617	7.112589	0	7.687268	0
ENSSSCG00000037398	NTAN1	chr3:7520771-7535904	-	protein_coding	3.412629866	4.912021513	4.466233391	4.401196993	4.953607176	5.043400512
ENSSSCG00000037399	-	chr3:85944088-85948174	-	protein_coding	1.622093	2.183451	1.783841	1.686273	1.898228	1.742661
ENSSSCG00000037406	TLCD5	chr9:47464905-47472786	+	protein_coding	0.59379	0.729542	0.867428	1.221186	0.592047	0.987156
ENSSSCG00000037413	KBTBD7	chr11:25643719-25646129	+	protein_coding	3.118116	1.963533	2.318428	1.900557	1.364821	2.148576
ENSSSCG00000037416	CLIC5	chr7:40682907-40863886	-	protein_coding	143.5103646	107.1283892	128.7452359	106.1962254	58.25926577	130.1012454
ENSSSCG00000037420	TMEM170B	chr7:8093890-8127414	+	protein_coding	2.533074	2.01616	2.205284	2.547232	2.25225	2.375949
ENSSSCG00000037424	CDK19	chr1:76589050-76793384	-	protein_coding	4.41911634	3.79174854	3.596195541	4.242053525	3.359150817	4.080842175
ENSSSCG00000037427	PTDSS2	chr2:256793-280802	+	protein_coding	17.18712359	15.96517379	15.34266505	13.13036894	15.14372781	12.51802987
ENSSSCG00000037430	COL6A6	chr13:1817404-1985803	-	protein_coding	8.128896627	6.332077547	6.434059854	8.356805026	7.012745614	9.857984886
ENSSSCG00000037431	TIMM17A	chr10:24200367-24211787	+	protein_coding	37.718628	51.590282	51.034718	59.878899	58.453972	47.685818
ENSSSCG00000037433	C3orf18	chr13:33036898-33045596	-	protein_coding	1.901029	0.738475	1.94187	0.936871	0.625214	0.895451
ENSSSCG00000037439	TRAPPC4	chr9:46242170-46246344	+	protein_coding	7.016344411	5.713139142	5.307209626	6.010267629	5.175652788	6.340795419
ENSSSCG00000037445	-	chr8:3797348-3815577	+	protein_coding	10.39402	9.639936	9.8067	6.800344	8.882546	9.257294
ENSSSCG00000037449	CSF1	chr4:110178478-110197901	-	protein_coding	7.319344	9.816499	10.389956	10.41553	8.878611	13.157636
ENSSSCG00000037450	SSC5D	chr6:59641647-59665331	+	protein_coding	3.42272973	4.529005926	4.586298443	6.42587976	3.512595332	6.255602707
ENSSSCG00000037451	PPFIA1	chr2:3073236-3164038	-	protein_coding	7.820156715	7.659031955	7.865327868	6.750010345	8.920614562	7.171897819
ENSSSCG00000037455	NDUFS8	chr2:4848599-4885860	-	protein_coding	27.48637403	22.90369189	27.2087954	11.01723779	17.3857742	22.44065951
ENSSSCG00000037457	-	chr6:75170699-75174956	+	lncRNA	0.490094	1.339628	0.769842	1.243611	1.022091	0.736423
ENSSSCG00000037459	TCTA	chr13:31991567-31998168	+	protein_coding	4.444218	3.854757	4.698549	3.621112	4.241215	4.720237
ENSSSCG00000037463	MRPS36	chr16:47386434-47405911	+	protein_coding	19.43706372	21.77719127	24.23918421	17.32582838	25.39823566	23.80352212
ENSSSCG00000037465	SERP1	chr13:90759109-90761278	-	protein_coding	11.499132	14.39366	12.705267	10.734406	9.42512	9.816838
ENSSSCG00000037466	-	chr6:55745859-55824245	+	protein_coding	1.166747642	0.453921604	0.726637748	0.846057507	0.617838927	0.615306686
ENSSSCG00000037468	GNE	chr1:236998757-237065767	-	protein_coding	1.911786159	2.375743802	1.065271579	2.848476296	1.762356166	2.111694899
ENSSSCG00000037479	-	chrX:110834171-110834512	-	protein_coding	23.255669	19.35817	17.998396	17.769016	14.833503	17.648308
ENSSSCG00000037481	SYF2	chr6:82836455-82843407	-	protein_coding	11.724472	14.892829	12.292109	16.509493	15.511219	13.353478
ENSSSCG00000037483	RFTN2	chr15:101433845-101500912	-	protein_coding	4.686118721	4.535694255	6.074957262	5.060069701	4.565346899	5.625988605
ENSSSCG00000037487	-	chr12:20013618-20024890	-	protein_coding	11.15771422	10.6454648	22.86751964	9.220157763	10.77072779	8.948695683
ENSSSCG00000037491	-	AEMK02000451.1:207987-219075	-	protein_coding	3.737040725	2.94968604	3.765104052	2.249055139	1.977952288	2.377596334
ENSSSCG00000037499	NEDD4	chr1:115941937-116070317	+	protein_coding	1.520645601	1.87976441	1.778586648	2.349191257	1.972565935	2.512416698
ENSSSCG00000037501	FANCF	chr2:36884726-36885856	+	protein_coding	2.064703	2.91271	1.598014	2.093901	2.145528	2.185427
ENSSSCG00000037507	BTBD9	chr7:33720013-34122662	-	protein_coding	4.19416823	3.716287251	3.710714012	3.860916283	3.77123148	3.807887502
ENSSSCG00000037508	GSN	chr1:261295713-261385287	+	protein_coding	182.6716323	157.6542727	189.8632723	217.5968211	153.8232431	201.1025979
ENSSSCG00000037509	-	chrY:9687351-9704479	-	protein_coding	10.64212885	12.63997987	16.10734986	17.05558983	17.60996059	12.10163382
ENSSSCG00000037510	-	chr17:37923475-37945880	+	protein_coding	10.16871947	10.52054427	12.10028064	7.703274512	13.81626665	12.64117158
ENSSSCG00000037512	ZSCAN23	chr7:22215048-22229218	-	protein_coding	2.666257	1.562521	1.268898	2.497807	2.567652	1.687571
ENSSSCG00000037513	GINS4	chr17:10656884-10668664	+	protein_coding	0.823329	0.840964	0.396771	1.269898	0.564251	0.850399
ENSSSCG00000037516	MTF1	chr6:93839174-93884405	-	protein_coding	5.562738085	5.3904453	5.305305242	4.516145786	3.249188739	3.487402877
ENSSSCG00000037520	-	chrX:124155658-124173563	+	lncRNA	0.686536	0.754248	0.965215	1.680475	0.830228	0.768036
ENSSSCG00000037527	CPLX1	chr8:197881-232038	-	protein_coding	39.11851072	71.16418695	48.5539437	64.71760582	52.51427404	47.86874389
ENSSSCG00000037530	TACC2	chr14:131621940-131849899	+	protein_coding	38.2700749	35.50744139	32.27422201	30.8045748	29.5297479	32.07406151
ENSSSCG00000037531	MAP3K11	chr2:6640056-6657713	+	protein_coding	10.551166	14.54198	15.045093	11.153926	8.842083	12.624928
ENSSSCG00000037533	H2AC21	chr4:99168255-99168647	+	protein_coding	1.929559	2.470136	1.728638	2.615671	3.246425	4.155246
ENSSSCG00000037534	OPCML	chr9:59037708-60140445	-	protein_coding	0.908594126	1.446695723	1.529722896	0.77666249	0.642210619	1.770739657
ENSSSCG00000037536	SLC25A28	chr14:110795307-110805570	-	protein_coding	22.835835	22.773861	18.14802	20.482618	24.000586	21.265991
ENSSSCG00000037539	SORCS2	chr8:3207098-3760393	-	protein_coding	0.421805873	0.436728157	0.204263251	0.700194057	0.472339307	0.347448003
ENSSSCG00000037549	GCLM	chr4:123371193-123390135	+	protein_coding	4.05769	4.59039	4.596866	3.400228	2.375533	3.188108
ENSSSCG00000037556	COG5	chr9:106990573-107273607	-	protein_coding	2.390502303	2.506752959	2.386573054	3.329205967	2.632866688	2.578082486
ENSSSCG00000037557	DRC3	chr12:60633170-60651681	-	protein_coding	0.690752666	0.728416527	0.574078844	0.527142689	0.316923633	1.084172776
ENSSSCG00000037558	YY1	chr7:121131917-121170697	+	protein_coding	12.65524797	11.51253635	12.03506856	10.67879109	9.518925629	11.09797823
ENSSSCG00000037559	ACOT11	chr6:157749921-157807086	-	protein_coding	17.1042982	11.33116179	12.46856948	20.8667969	24.36108255	25.07308154
ENSSSCG00000037561	ATP11A	chr11:78291007-78402085	+	protein_coding	4.334651756	4.41144696	5.318004003	4.745568328	4.293773737	5.674060532
ENSSSCG00000037562	SLC2A4RG	chr17:62653032-62659617	+	protein_coding	18.66158415	18.0527072	14.92938148	18.20729564	14.30621146	15.91583408
ENSSSCG00000037566	-	chr6:88704560-88712853	-	protein_coding	1.629064896	3.60535477	2.706505362	2.848824106	2.028919835	3.426736973
ENSSSCG00000037567	-	chr3:10038386-10039952	+	protein_coding	1.297047	3.122822	1.501576	1.447397	3.753918	3.496125
ENSSSCG00000037568	RAB43	chr13:71562350-71596249	-	protein_coding	3.243625	2.933314	2.948206	3.011726	2.30559	4.203348
ENSSSCG00000037572	EPSTI1	chr11:24116985-24216219	+	protein_coding	2.003571	1.860456	1.382525	2.286926	2.83132	2.321291
ENSSSCG00000037575	FKBP14	chr18:42901173-42913884	+	protein_coding	0.789711837	0.643565394	0.823491069	1.539332471	0.713319337	1.126382358
ENSSSCG00000037577	CHAC2	chr3:87405974-87416260	-	protein_coding	1.042070396	1.122538471	1.841437871	1.506385243	1.613218208	1.346378569
ENSSSCG00000037580	ITPRIPL1	chr3:46897134-46901845	-	protein_coding	1.712549388	3.310029303	1.224537928	1.930899994	1.432612394	2.222532172
ENSSSCG00000037582	F2RL2	chr2:85535531-85541767	-	protein_coding	10.898046	9.875916	16.297441	11.969872	16.944759	21.471045
ENSSSCG00000037583	GNB4	chr13:117444945-117513329	-	protein_coding	3.202482721	3.974163761	3.653715335	4.907052807	3.998231739	4.916983867
ENSSSCG00000037591	AMMECR1	chrX:90307187-90420168	-	protein_coding	0.931109	0.598864	0.805031	0.730035	0.87221	0.725376
ENSSSCG00000037592	SLF2	chr14:111996760-112068251	+	protein_coding	2.214748612	0.003022453	0.232193525	0.257972398	0	1.668193139
ENSSSCG00000037594	PNISR	chr1:66321459-66381451	-	protein_coding	18.55100197	19.99614987	16.49882917	27.66917995	22.01167544	18.31288851
ENSSSCG00000037595	-	chr2:119965858-120045257	+	protein_coding	1.745607288	2.345680209	2.42558787	2.481168704	1.643579998	2.524467415
ENSSSCG00000037597	CDK2	chr5:21365763-21392726	+	protein_coding	30.24507391	29.76726961	28.90035273	30.91011653	28.62185187	34.27486597
ENSSSCG00000037598	SNX10	chr18:46064579-46142945	-	protein_coding	4.915669	3.045823	2.864501	2.303791	3.677901	4.696208
ENSSSCG00000037600	C1orf216	chr6:91885869-91890492	-	protein_coding	0.981466	0.479087	0.89234	1.039748	0.588787	1.558979
ENSSSCG00000037602	-	chr17:25363167-25373281	+	protein_coding	8.087995	7.313871	7.468257	10.487284	6.816826	7.844244
ENSSSCG00000037605	BRI3	chr3:5463675-5471391	+	protein_coding	123.782639	147.136383	115.49044	115.916763	89.252464	127.251808
